bucket_start,bucket_end,symbol,scenario,event_count,avg_price,total_quantity,avg_ingestion_latency_ms,p95_ingestion_latency_ms,max_ingestion_latency_ms
2026-09-07 21:24:30+00,2026-09-07 21:24:40+00,MGLU3,low,12,2.000000,5981,147.00,812,812
2026-09-07 21:24:30+00,2026-09-07 21:24:40+00,MSFT,low,8,421.112500,3810,77.13,510,510
2026-09-07 21:24:30+00,2026-09-07 21:24:40+00,PETR4,low,6,38.155000,3097,363.00,1108,1108
2026-09-07 21:24:30+00,2026-09-07 21:24:40+00,VALE3,low,14,62.118571,5591,40.86,390,390
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,AAPL,low,10,169.819000,4349,33.60,88,88
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,ABEV3,low,13,12.044615,6686,30.00,218,218
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,BBDC4,low,6,13.921667,2049,13.83,15,15
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,BOVA11,low,9,125.293333,4662,79.67,417,417
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,BTC-USD,low,10,65060.539000,4246,118.40,813,813
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,ITUB4,low,13,34.062308,6837,109.85,589,589
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,MGLU3,low,7,1.998571,4185,40.14,197,197
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,MSFT,low,10,420.593000,4631,74.70,515,515
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,PETR4,low,9,38.090000,3397,110.22,714,714
2026-09-07 21:24:40+00,2026-09-07 21:24:50+00,VALE3,low,13,61.714615,5220,37.31,317,317
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,AAPL,low,12,170.370000,4848,184.00,867,867
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,ABEV3,low,11,12.000909,5221,195.18,768,768
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,BBDC4,low,10,14.017000,4791,132.30,768,768
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,BOVA11,low,9,125.261111,5529,65.78,324,324
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,BTC-USD,low,12,64821.455833,7626,258.17,1165,1165
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,ITUB4,low,9,33.881111,4310,122.11,653,653
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,MGLU3,low,10,1.995000,4459,210.60,867,867
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,MSFT,low,12,418.810833,6038,92.33,645,645
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,PETR4,low,7,38.055714,3396,230.71,966,966
2026-09-07 21:24:50+00,2026-09-07 21:25:00+00,VALE3,low,7,62.161429,3692,38.29,101,101
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,AAPL,low,5,169.998000,2157,178.20,735,735
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,ABEV3,low,13,12.030769,6093,126.69,834,834
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,BBDC4,low,8,13.916250,4310,90.50,635,635
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,BOVA11,low,12,124.563333,5904,89.83,933,933
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,BTC-USD,low,11,65183.580909,6453,13.45,17,17
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,ITUB4,low,11,34.063636,6110,73.36,407,407
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,MGLU3,low,14,1.993571,7723,27.50,216,216
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,MSFT,low,10,422.296000,4049,65.40,536,536
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,PETR4,low,8,37.881250,4581,72.75,338,338
2026-09-07 21:25:00+00,2026-09-07 21:25:10+00,VALE3,low,9,62.242222,5444,37.67,201,201
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,AAPL,low,10,169.551000,4973,280.50,868,868
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,ABEV3,low,9,11.962222,4671,57.44,268,268
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,BBDC4,low,15,13.990000,7633,60.53,358,358
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,BOVA11,low,11,125.095455,5191,54.45,468,468
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,BTC-USD,low,10,64794.764000,5780,77.40,656,656
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,ITUB4,low,6,34.190000,3087,19.67,51,51
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,MGLU3,low,6,1.995000,2952,80.17,369,369
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,MSFT,low,13,419.803077,6694,248.23,967,967
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,PETR4,low,9,38.126667,4408,87.78,569,569
2026-09-07 21:25:10+00,2026-09-07 21:25:20+00,VALE3,low,11,62.050000,6353,23.64,126,126
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,AAPL,low,12,169.917500,4964,108.50,792,792
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,ABEV3,low,5,12.056000,2767,13.60,15,15
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,BBDC4,low,5,14.080000,3433,13.60,15,15
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,BOVA11,low,9,125.760000,4711,12.78,13,13
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,BTC-USD,low,14,65009.006429,7082,13.00,14,14
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,ITUB4,low,6,33.886667,3089,13.00,14,14
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,MGLU3,low,8,1.998750,3763,27.75,129,129
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,MSFT,low,7,417.632857,4120,115.86,693,693
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,PETR4,low,14,38.195000,6753,41.36,393,393
2026-09-07 21:25:20+00,2026-09-07 21:25:30+00,VALE3,low,18,62.105000,10096,16.33,67,67
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,AAPL,low,11,169.572727,6190,121.82,555,555
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,ABEV3,low,16,11.966875,8684,30.44,157,157
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,BBDC4,low,9,14.030000,2936,132.67,788,788
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,BOVA11,low,14,125.124286,7420,25.14,190,190
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,BTC-USD,low,8,64856.805000,3875,320.75,855,855
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,ITUB4,low,9,34.000000,5240,165.44,747,747
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,MGLU3,low,7,2.007143,5099,239.71,609,609
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,MSFT,low,10,419.831000,5080,67.70,513,513
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,PETR4,low,7,38.030000,4178,60.00,257,257
2026-09-07 21:25:30+00,2026-09-07 21:25:40+00,VALE3,low,11,61.721818,4582,93.09,448,448
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,AAPL,low,12,170.754167,5271,96.75,666,666
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,ABEV3,low,10,12.009000,6042,85.00,567,567
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,BBDC4,low,7,13.970000,2171,23.57,85,85
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,BOVA11,low,4,124.195000,2110,12.25,13,13
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,BTC-USD,low,6,65004.951667,2354,24.00,82,82
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,ITUB4,low,7,34.002857,4583,63.00,236,236
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,MGLU3,low,6,1.996667,2592,21.83,67,67
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,MSFT,low,5,419.838000,2247,13.40,14,14
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,PETR4,low,5,37.702000,1727,66.40,280,280
2026-09-07 21:25:40+00,2026-09-07 21:25:50+00,VALE3,low,6,62.006667,2742,13.00,14,14
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,AAPL,low,12,169.491667,4288,1242.75,4813,4813
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,ABEV3,low,13,11.960000,5423,1042.08,4615,4615
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,BBDC4,low,20,14.026500,9267,772.75,4118,4912
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,BOVA11,low,17,125.218824,8960,551.88,2822,2822
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,BTC-USD,low,13,65163.916923,5908,925.08,4019,4019
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,ITUB4,low,7,34.062857,3481,252.29,1401,1401
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,MGLU3,low,14,2.000000,8563,1172.29,5011,5011
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,MSFT,low,13,419.253077,7695,1334.23,3919,3919
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,PETR4,low,10,38.037000,4529,1464.70,4713,4713
2026-09-07 21:25:50+00,2026-09-07 21:26:00+00,VALE3,low,13,62.039231,7780,863.08,3499,3499
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,AAPL,low,10,170.451000,4317,12.30,13,13
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,ABEV3,low,11,12.021818,5100,16.00,52,52
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,BBDC4,low,14,14.019286,5929,12.57,14,14
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,BOVA11,low,10,125.147000,6030,143.80,747,747
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,BTC-USD,low,13,64883.065385,7680,53.92,550,550
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,ITUB4,low,8,33.968750,3482,21.63,88,88
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,MGLU3,low,10,1.993000,4847,90.20,649,649
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,MSFT,low,8,419.727500,4355,67.13,451,451
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,PETR4,low,7,38.111429,3367,12.29,14,14
2026-09-07 21:26:00+00,2026-09-07 21:26:10+00,VALE3,low,9,61.825556,2977,12.56,14,14
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,AAPL,low,13,169.133846,8182,13.23,16,16
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,ABEV3,low,14,11.992143,8540,12.64,13,13
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,BBDC4,low,9,13.901111,3470,13.44,18,18
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,BOVA11,low,12,124.920000,5795,12.92,15,15
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,BTC-USD,low,8,65161.876250,2573,12.38,13,13
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,ITUB4,low,8,34.002500,4725,12.75,13,13
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,MGLU3,low,7,2.004286,4601,12.57,14,14
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,MSFT,low,7,418.692857,4409,12.71,13,13
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,PETR4,low,11,37.973636,6936,12.64,14,14
2026-09-07 21:26:10+00,2026-09-07 21:26:20+00,VALE3,low,11,61.804545,5666,12.91,17,17
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,AAPL,low,8,171.562500,4160,12.75,14,14
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,ABEV3,low,10,12.038000,4778,12.40,13,13
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,BBDC4,low,11,13.974545,5977,12.82,14,14
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,BOVA11,low,12,125.716667,5583,12.75,15,15
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,BTC-USD,low,9,65058.315556,4440,12.44,14,14
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,ITUB4,low,9,34.078889,4229,12.67,15,15
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,MGLU3,low,15,1.992667,9281,12.53,16,16
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,MSFT,low,7,420.875714,3670,12.29,13,13
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,PETR4,low,9,38.161111,5567,18.11,64,64
2026-09-07 21:26:20+00,2026-09-07 21:26:30+00,VALE3,low,10,61.819000,4468,27.50,163,163
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,AAPL,low,2,169.950000,1085,12.00,12,12
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,ABEV3,low,9,11.986667,6244,12.67,15,15
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,BBDC4,low,7,13.974286,4244,13.14,18,18
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,BOVA11,low,17,124.933529,9341,12.29,13,13
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,BTC-USD,low,15,65008.390000,7444,14.00,36,36
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,ITUB4,low,13,33.907692,6491,37.15,331,331
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,MGLU3,low,11,1.995455,5551,23.55,135,135
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,MSFT,low,7,422.917143,2532,12.29,13,13
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,PETR4,low,7,37.895714,4228,12.14,13,13
2026-09-07 21:26:30+00,2026-09-07 21:26:40+00,VALE3,low,11,61.854545,5056,33.00,236,236
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,AAPL,low,10,170.072000,5501,12.50,15,15
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,ABEV3,low,8,11.980000,4696,12.88,15,15
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,BBDC4,low,6,13.948333,3568,13.67,20,20
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,BOVA11,low,15,125.236667,8777,12.87,18,18
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,BTC-USD,low,9,65158.098889,5605,12.22,14,14
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,ITUB4,low,7,34.151429,4147,12.71,14,14
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,MGLU3,low,12,2.002500,5320,13.00,14,14
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,MSFT,low,7,420.651429,4007,13.00,15,15
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,PETR4,low,16,38.092500,7120,13.00,19,19
2026-09-07 21:26:40+00,2026-09-07 21:26:50+00,VALE3,low,11,61.729091,3403,13.45,18,18
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,AAPL,low,11,169.880000,5274,12.64,14,14
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,ABEV3,low,4,11.937500,2302,12.50,14,14
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,BBDC4,low,14,13.986429,8856,12.29,13,13
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,BOVA11,low,5,125.176000,1210,12.40,14,14
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,BTC-USD,low,13,65111.156923,6102,12.46,14,14
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,ITUB4,low,15,33.983333,8223,12.73,14,14
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,MGLU3,low,6,1.996667,3556,12.50,13,13
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,MSFT,low,7,420.071429,3328,12.43,13,13
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,PETR4,low,14,37.956429,6696,12.57,14,14
2026-09-07 21:26:50+00,2026-09-07 21:27:00+00,VALE3,low,11,61.859091,5778,12.36,13,13
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,AAPL,low,9,169.601111,2550,13.00,14,14
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,ABEV3,low,7,12.007143,2966,12.71,14,14
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,BBDC4,low,11,13.974545,5317,13.00,14,14
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,BOVA11,low,11,124.417273,4436,13.45,19,19
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,BTC-USD,low,5,64796.320000,4373,13.60,16,16
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,ITUB4,low,20,34.055500,8004,13.25,14,16
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,MGLU3,low,8,1.997500,2818,12.63,14,14
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,MSFT,low,9,421.782222,4931,13.00,14,14
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,PETR4,low,13,37.997692,9295,14.77,35,35
2026-09-07 21:27:00+00,2026-09-07 21:27:10+00,VALE3,low,7,61.744286,3307,17.43,45,45
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,AAPL,low,13,169.806154,5182,12.69,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,ABEV3,low,10,12.066000,4645,12.30,13,13
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,BBDC4,low,7,13.955714,4915,13.14,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,BOVA11,low,11,125.120909,3594,12.73,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,BTC-USD,low,12,65328.731667,6320,12.92,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,ITUB4,low,13,33.892308,7772,13.00,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,MGLU3,low,9,1.988889,4990,12.56,13,13
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,MSFT,low,9,419.477778,5333,12.44,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,PETR4,low,9,38.038889,5132,12.89,14,14
2026-09-07 21:27:10+00,2026-09-07 21:27:20+00,VALE3,low,7,62.065714,3179,13.57,16,16
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,AAPL,low,9,169.598889,3250,13.56,19,19
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,ABEV3,low,7,11.972857,3833,13.14,15,15
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,BBDC4,low,10,13.979000,5926,13.00,14,14
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,BOVA11,low,9,125.081111,3304,13.11,14,14
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,BTC-USD,low,10,65072.036000,5458,13.10,14,14
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,ITUB4,low,13,34.043846,6310,12.85,15,15
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,MGLU3,low,8,2.005000,4646,13.13,15,15
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,MSFT,low,13,420.453846,5538,12.85,14,14
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,PETR4,low,15,37.949333,8939,12.87,13,13
2026-09-07 21:27:20+00,2026-09-07 21:27:30+00,VALE3,low,5,61.992000,2901,12.80,13,13
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,AAPL,low,13,169.968462,7779,12.92,14,14
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,ABEV3,low,6,12.090000,3149,12.83,14,14
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,BBDC4,low,16,13.966875,9419,12.88,14,14
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,BOVA11,low,6,124.875000,3285,12.50,14,14
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,BTC-USD,low,12,64985.909167,4443,13.08,15,15
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,ITUB4,low,11,34.056364,6422,12.91,15,15
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,MGLU3,low,9,1.993333,2998,12.56,13,13
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,MSFT,low,9,416.792222,4926,12.89,14,14
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,PETR4,low,10,38.055000,4908,12.50,13,13
2026-09-07 21:27:30+00,2026-09-07 21:27:40+00,VALE3,low,8,61.862500,3210,12.63,14,14
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,AAPL,low,5,169.300000,2249,13.00,14,14
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,ABEV3,low,11,12.039091,6243,15.00,37,37
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,BBDC4,low,8,13.947500,5041,12.75,14,14
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,BOVA11,low,9,124.747778,3722,13.00,16,16
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,BTC-USD,low,13,65080.393846,5087,13.15,14,14
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,ITUB4,low,13,34.057692,6065,12.77,14,14
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,MGLU3,low,6,2.005000,3620,12.67,13,13
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,MSFT,low,10,420.268000,6462,12.60,13,13
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,PETR4,low,14,38.179286,8175,12.71,13,13
2026-09-07 21:27:40+00,2026-09-07 21:27:50+00,VALE3,low,12,62.189167,6443,12.92,13,13
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,AAPL,low,7,169.057143,4745,13.57,17,17
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,ABEV3,low,8,12.071250,3390,13.13,14,14
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,BBDC4,low,6,14.015000,3071,12.67,13,13
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,BOVA11,low,14,124.496429,8032,12.57,13,13
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,BTC-USD,low,7,65484.092857,3559,13.14,14,14
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,ITUB4,low,10,33.997000,2523,12.70,14,14
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,MGLU3,low,11,2.006364,5473,12.82,15,15
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,MSFT,low,15,419.908667,6850,12.93,14,14
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,PETR4,low,9,38.012222,4037,13.11,17,17
2026-09-07 21:27:50+00,2026-09-07 21:28:00+00,VALE3,low,13,61.994615,7634,13.31,18,18
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,AAPL,low,11,170.257273,4995,12.27,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,ABEV3,low,10,11.962000,5410,12.30,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,BBDC4,low,16,13.985625,8870,12.75,16,16
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,BOVA11,low,10,125.039000,4630,12.60,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,BTC-USD,low,5,65341.898000,2824,12.60,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,ITUB4,low,10,34.002000,4457,12.40,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,MGLU3,low,11,2.005455,4120,12.36,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,MSFT,low,5,420.010000,1734,12.60,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,PETR4,low,12,37.977500,5884,12.33,13,13
2026-09-07 21:28:00+00,2026-09-07 21:28:10+00,VALE3,low,10,62.173000,4219,12.30,13,13
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,AAPL,low,8,169.856250,5309,25.00,110,110
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,ABEV3,low,7,12.038571,4175,13.57,21,21
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,BBDC4,low,5,14.060000,1845,12.20,13,13
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,BOVA11,low,11,124.730000,4390,12.27,13,13
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,BTC-USD,low,13,64976.208462,7011,12.08,13,13
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,ITUB4,low,15,34.025333,7242,12.20,13,13
2026-09-07 21:28:10+00,2026-09-07 21:28:20+00,MGLU3,low,7,2.008571,3028,12.14,13,13
