bucket_start,bucket_end,symbol,scenario,event_count,avg_price,total_quantity,avg_ingestion_latency_ms,p95_ingestion_latency_ms,max_ingestion_latency_ms
2026-09-07 22:37:40+00,2026-09-07 22:37:50+00,ITUB4,low,8,34.010000,3149,13.38,14,14
2026-09-07 22:37:40+00,2026-09-07 22:37:50+00,MGLU3,low,7,2.001429,2531,13.71,16,16
2026-09-07 22:37:40+00,2026-09-07 22:37:50+00,MSFT,low,11,420.144545,5094,13.09,15,15
2026-09-07 22:37:40+00,2026-09-07 22:37:50+00,PETR4,low,9,38.155556,5363,12.89,14,14
2026-09-07 22:37:40+00,2026-09-07 22:37:50+00,VALE3,low,7,62.227143,3212,13.14,14,14
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,AAPL,low,6,169.343333,2261,13.67,16,16
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,ABEV3,low,14,12.038571,7672,13.71,17,17
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,BBDC4,low,14,14.015714,6810,13.43,15,15
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,BOVA11,low,8,125.108750,4803,13.50,16,16
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,BTC-USD,low,11,65035.042727,6685,13.45,14,14
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,ITUB4,low,10,34.164000,4968,13.30,14,14
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,MGLU3,low,10,2.009000,5317,14.20,20,20
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,MSFT,low,6,416.176667,3253,13.33,14,14
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,PETR4,low,10,37.909000,5397,13.60,15,15
2026-09-07 22:37:50+00,2026-09-07 22:38:00+00,VALE3,low,11,62.054545,4368,13.73,15,15
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,AAPL,low,18,169.687222,9508,13.61,15,15
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,ABEV3,low,8,12.000000,5172,13.38,14,14
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,BBDC4,low,15,13.982667,6329,14.00,18,18
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,BOVA11,low,6,124.328333,4406,13.17,14,14
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,BTC-USD,low,7,65223.775714,3572,13.29,15,15
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,ITUB4,low,6,33.850000,2292,13.33,14,14
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,MGLU3,low,12,2.003333,5889,13.42,14,14
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,MSFT,low,13,421.381538,6186,13.31,15,15
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,PETR4,low,9,38.075556,5465,13.22,14,14
2026-09-07 22:38:00+00,2026-09-07 22:38:10+00,VALE3,low,7,62.047143,2703,14.29,16,16
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,AAPL,low,11,170.118182,4303,14.18,23,23
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,ABEV3,low,11,11.982727,5302,13.36,14,14
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,BBDC4,low,12,13.950000,7280,13.42,15,15
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,BOVA11,low,5,124.628000,2131,13.00,14,14
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,BTC-USD,low,14,65108.512143,7999,13.21,14,14
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,ITUB4,low,13,34.059231,6522,13.85,15,15
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,MGLU3,low,5,2.004000,2544,14.00,15,15
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,MSFT,low,7,419.990000,4341,13.71,16,16
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,PETR4,low,8,38.148750,3045,13.50,15,15
2026-09-07 22:38:10+00,2026-09-07 22:38:20+00,VALE3,low,14,61.934286,6503,13.29,15,15
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,AAPL,low,7,169.885714,2910,13.29,14,14
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,ABEV3,low,3,12.043333,1570,13.67,14,14
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,BBDC4,low,13,14.038462,6387,13.31,15,15
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,BOVA11,low,9,125.307778,5479,12.78,14,14
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,BTC-USD,low,5,64743.548000,2589,13.40,15,15
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,ITUB4,low,8,34.032500,2908,13.00,14,14
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,MGLU3,low,14,2.006429,6515,13.07,14,14
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,MSFT,low,16,418.633125,6575,13.38,16,16
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,PETR4,low,14,38.056429,6334,12.86,14,14
2026-09-07 22:38:20+00,2026-09-07 22:38:30+00,VALE3,low,10,62.063000,4849,13.70,15,15
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,AAPL,low,12,170.600833,7546,13.17,15,15
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,ABEV3,low,11,12.019091,5128,12.82,14,14
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,BBDC4,low,9,13.915556,4575,12.78,16,16
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,BOVA11,low,6,125.240000,3380,12.67,14,14
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,BTC-USD,low,7,64949.895714,2907,12.57,13,13
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,ITUB4,low,12,34.018333,4938,13.33,15,15
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,MGLU3,low,6,1.993333,2769,12.83,14,14
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,MSFT,low,6,421.021667,3266,14.00,19,19
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,PETR4,low,13,38.077692,7150,13.00,14,14
2026-09-07 22:38:30+00,2026-09-07 22:38:40+00,VALE3,low,19,61.971053,9380,12.95,14,14
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,AAPL,low,8,169.923750,3897,13.13,15,15
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,ABEV3,low,13,12.033077,8803,12.31,13,13
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,BBDC4,low,7,14.048571,3373,12.57,14,14
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,BOVA11,low,12,125.336667,5029,12.92,16,16
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,BTC-USD,low,15,65191.666000,7887,12.60,14,14
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,ITUB4,low,12,33.878333,6086,12.50,14,14
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,MGLU3,low,10,1.995000,4902,12.50,13,13
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,MSFT,low,4,421.900000,977,12.50,13,13
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,PETR4,low,11,37.950909,4912,12.45,14,14
2026-09-07 22:38:40+00,2026-09-07 22:38:50+00,VALE3,low,8,61.467500,4205,12.50,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,AAPL,low,8,170.190000,5337,12.50,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,ABEV3,low,15,12.026000,6608,12.73,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,BBDC4,low,4,13.992500,2421,12.75,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,BOVA11,low,10,125.788000,6028,13.10,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,BTC-USD,low,16,65171.065000,8031,13.06,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,ITUB4,low,7,33.972857,3159,13.29,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,MGLU3,low,9,2.005556,3962,12.44,13,13
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,MSFT,low,8,420.275000,5223,12.63,13,13
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,PETR4,low,13,38.011538,5108,12.77,14,14
2026-09-07 22:38:50+00,2026-09-07 22:39:00+00,VALE3,low,10,61.898000,4786,12.90,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,AAPL,low,8,170.843750,3550,13.25,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,ABEV3,low,13,12.008462,5295,12.54,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,BBDC4,low,6,14.015000,2971,18.33,46,46
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,BOVA11,low,8,125.092500,4445,29.13,145,145
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,BTC-USD,low,7,65206.692857,4134,13.14,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,ITUB4,low,17,34.151176,8820,12.88,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,MGLU3,low,11,1.998182,6549,12.82,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,MSFT,low,11,418.801818,3994,12.64,13,13
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,PETR4,low,10,37.968000,5211,12.90,14,14
2026-09-07 22:39:00+00,2026-09-07 22:39:10+00,VALE3,low,8,61.640000,4069,13.13,14,14
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,AAPL,low,10,170.626000,5440,13.00,15,15
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,ABEV3,low,9,12.003333,4683,13.00,14,14
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,BBDC4,low,14,13.997857,6906,13.21,14,14
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,BOVA11,low,9,125.111111,4626,13.56,15,15
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,BTC-USD,low,11,65133.408182,6111,13.18,15,15
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,ITUB4,low,9,34.001111,3778,13.33,14,14
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,MGLU3,low,8,2.002500,2970,12.88,14,14
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,MSFT,low,7,419.285714,3934,13.57,14,14
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,PETR4,low,18,38.006111,9082,13.22,16,16
2026-09-07 22:39:10+00,2026-09-07 22:39:20+00,VALE3,low,6,62.091667,3302,12.83,14,14
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,AAPL,low,6,168.850000,3499,12.83,13,13
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,ABEV3,low,10,12.064000,6251,12.60,13,13
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,BBDC4,low,9,13.992222,4642,13.11,14,14
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,BOVA11,low,13,124.068462,6493,13.08,15,15
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,BTC-USD,low,11,64620.721818,4310,12.36,14,14
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,ITUB4,low,8,34.098750,4730,12.88,14,14
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,MGLU3,low,11,1.992727,4256,13.09,17,17
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,MSFT,low,16,420.363750,5962,13.00,14,14
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,PETR4,low,9,38.104444,4174,13.00,14,14
2026-09-07 22:39:20+00,2026-09-07 22:39:30+00,VALE3,low,7,62.174286,4929,12.57,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,AAPL,low,13,169.724615,6390,13.15,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,ABEV3,low,11,11.962727,4973,12.82,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,BBDC4,low,8,13.976250,4092,12.75,13,13
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,BOVA11,low,10,125.131000,6741,12.90,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,BTC-USD,low,14,65228.989286,8375,12.71,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,ITUB4,low,6,33.981667,2544,12.83,13,13
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,MGLU3,low,8,1.995000,5371,12.88,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,MSFT,low,9,419.524444,3309,12.89,13,13
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,PETR4,low,11,37.820909,4993,13.09,14,14
2026-09-07 22:39:30+00,2026-09-07 22:39:40+00,VALE3,low,10,61.976000,5741,12.70,14,14
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,AAPL,low,10,170.515000,4879,13.10,15,15
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,ABEV3,low,10,12.005000,6100,13.10,15,15
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,BBDC4,low,16,13.956250,9492,12.63,14,14
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,BOVA11,low,12,124.922500,4450,13.67,18,18
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,BTC-USD,low,6,64777.946667,3289,12.50,14,14
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,ITUB4,low,7,33.710000,4038,12.86,14,14
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,MGLU3,low,11,2.001818,4914,13.09,15,15
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,MSFT,low,13,419.383077,6459,15.54,52,52
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,PETR4,low,4,37.857500,1622,12.50,13,13
2026-09-07 22:39:40+00,2026-09-07 22:39:50+00,VALE3,low,10,61.776000,4496,13.10,16,16
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,AAPL,low,11,170.980909,5762,12.91,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,ABEV3,low,10,12.015000,5283,13.30,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,BBDC4,low,11,13.970909,7647,13.18,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,BOVA11,low,14,124.993571,3356,12.86,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,BTC-USD,low,9,64809.610000,5179,12.67,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,ITUB4,low,6,33.736667,3174,14.17,18,18
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,MGLU3,low,5,1.990000,2308,13.00,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,MSFT,low,11,418.967273,4788,13.09,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,PETR4,low,13,37.992308,9086,13.15,14,14
2026-09-07 22:39:50+00,2026-09-07 22:40:00+00,VALE3,low,11,62.250000,5269,12.91,14,14
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,AAPL,low,13,169.786154,7467,12.54,13,13
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,ABEV3,low,5,12.088000,2342,13.00,13,13
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,BBDC4,low,9,13.997778,4997,12.44,13,13
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,BOVA11,low,10,125.360000,3258,12.90,14,14
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,BTC-USD,low,14,65023.180000,8557,12.79,15,15
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,ITUB4,low,7,33.944286,3028,13.00,14,14
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,MGLU3,low,9,2.003333,3604,12.56,13,13
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,MSFT,low,7,418.017143,4636,12.71,13,13
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,PETR4,low,14,37.845000,7078,13.21,18,18
2026-09-07 22:40:00+00,2026-09-07 22:40:10+00,VALE3,low,12,62.417500,5673,12.58,13,13
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,AAPL,low,9,169.663333,4347,65.56,418,418
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,ABEV3,low,10,11.992000,5006,43.70,319,319
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,BBDC4,low,11,14.010000,5093,81.82,390,390
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,BOVA11,low,11,125.200909,4595,53.64,190,190
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,BTC-USD,low,9,65209.471111,1978,37.00,71,71
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,ITUB4,low,13,34.036154,5933,53.31,389,389
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,MGLU3,low,11,1.996364,6485,57.55,270,270
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,MSFT,low,8,419.763750,3840,12.88,14,14
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,PETR4,low,8,37.863750,3848,12.50,14,14
2026-09-07 22:40:10+00,2026-09-07 22:40:20+00,VALE3,low,10,62.010000,6750,37.70,187,187
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,AAPL,low,13,169.984615,8318,12.62,13,13
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,ABEV3,low,8,11.995000,3796,13.13,17,17
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,BBDC4,low,6,13.918333,2793,12.33,13,13
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,BOVA11,low,8,125.516250,3112,12.75,14,14
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,BTC-USD,low,9,64813.950000,5269,12.67,13,13
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,ITUB4,low,10,33.911000,4790,13.40,19,19
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,MGLU3,low,11,1.993636,6675,12.45,13,13
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,MSFT,low,10,419.794000,4266,12.60,14,14
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,PETR4,low,10,37.919000,3974,12.50,13,13
2026-09-07 22:40:20+00,2026-09-07 22:40:30+00,VALE3,low,15,62.118667,9424,26.53,166,166
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,AAPL,low,10,168.989000,5282,12.80,16,16
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,ABEV3,low,11,12.029091,5534,21.82,112,112
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,BBDC4,low,13,13.995385,6693,12.85,14,14
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,BOVA11,low,12,124.968333,5779,54.17,312,312
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,BTC-USD,low,8,65061.601250,3572,12.63,13,13
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,ITUB4,low,11,34.101818,4886,13.00,14,14
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,MGLU3,low,9,2.001111,5068,12.44,14,14
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,MSFT,low,7,420.245714,2478,12.29,13,13
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,PETR4,low,9,38.123333,4116,12.56,13,13
2026-09-07 22:40:30+00,2026-09-07 22:40:40+00,VALE3,low,10,62.222000,3144,12.40,14,14
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,AAPL,low,9,169.526667,4523,13.22,18,18
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,ABEV3,low,9,11.976667,5335,12.67,13,13
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,BBDC4,low,15,13.999333,7206,12.53,14,14
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,BOVA11,low,10,125.347000,4224,12.50,13,13
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,BTC-USD,low,11,65159.638182,5092,12.36,14,14
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,ITUB4,low,11,33.987273,3751,12.55,14,14
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,MGLU3,low,9,1.995556,3748,12.67,13,13
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,MSFT,low,12,420.487500,4428,12.75,15,15
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,PETR4,low,6,38.016667,2451,12.17,13,13
2026-09-07 22:40:40+00,2026-09-07 22:40:50+00,VALE3,low,8,62.153750,3924,12.38,13,13
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,AAPL,low,9,169.970000,3574,12.56,13,13
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,ABEV3,low,12,12.010833,6246,12.58,14,14
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,BBDC4,low,12,13.976667,7008,12.83,15,15
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,BOVA11,low,12,124.768333,7591,13.25,14,14
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,BTC-USD,low,8,64763.708750,4629,13.13,14,14
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,ITUB4,low,14,34.181429,6361,12.86,15,15
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,MGLU3,low,7,1.997143,3023,13.14,14,14
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,MSFT,low,10,421.572000,4232,13.10,16,16
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,PETR4,low,10,37.912000,5815,12.40,13,13
2026-09-07 22:40:50+00,2026-09-07 22:41:00+00,VALE3,low,6,61.988333,3012,13.00,14,14
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,AAPL,low,8,169.393750,4758,13.00,14,14
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,ABEV3,low,12,11.999167,5741,12.92,14,14
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,BBDC4,low,7,14.002857,3240,13.00,14,14
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,BOVA11,low,5,124.538000,1365,13.20,14,14
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,BTC-USD,low,7,65293.161429,3034,12.86,14,14
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,ITUB4,low,17,34.141176,7742,13.24,15,15
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,MGLU3,low,11,2.003636,6414,12.82,15,15
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,MSFT,low,11,421.054545,4956,13.09,15,15
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,PETR4,low,10,38.097000,4010,13.10,15,15
2026-09-07 22:41:00+00,2026-09-07 22:41:10+00,VALE3,low,11,62.003636,4941,13.00,15,15
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,AAPL,low,14,170.008571,7448,12.71,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,ABEV3,low,12,12.005833,7038,12.83,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,BBDC4,low,8,13.983750,3474,12.50,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,BOVA11,low,11,125.516364,6171,12.73,19,19
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,BTC-USD,low,8,65350.335000,4858,12.75,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,ITUB4,low,12,33.924167,6637,12.75,15,15
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,MGLU3,low,6,1.993333,3015,12.67,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,MSFT,low,11,420.076364,4643,12.45,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,PETR4,low,12,38.067500,5898,12.58,14,14
2026-09-07 22:41:10+00,2026-09-07 22:41:20+00,VALE3,low,7,61.794286,3566,12.71,13,13
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,AAPL,low,12,169.588333,6357,13.00,14,14
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,ABEV3,low,9,11.973333,4271,12.78,14,14
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,BBDC4,low,9,14.011111,3188,13.11,15,15
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,BOVA11,low,10,124.874000,3819,13.60,15,15
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,BTC-USD,low,14,65095.717143,6769,12.79,14,14
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,ITUB4,low,11,34.059091,3856,13.64,18,18
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,MGLU3,low,10,2.001000,6530,13.10,14,14
2026-09-07 22:41:20+00,2026-09-07 22:41:30+00,MSFT,low,4,420.685000,2786,13.25,14,14
