bucket_start,bucket_end,symbol,scenario,event_count,avg_price,total_quantity,avg_ingestion_latency_ms,p95_ingestion_latency_ms,max_ingestion_latency_ms
2026-09-07 22:08:30+00,2026-09-07 22:08:40+00,ITUB4,low,7,34.111429,3322,55.00,303,303
2026-09-07 22:08:30+00,2026-09-07 22:08:40+00,MGLU3,low,9,2.001111,3847,16.56,41,41
2026-09-07 22:08:30+00,2026-09-07 22:08:40+00,MSFT,low,13,419.743077,5587,13.15,14,14
2026-09-07 22:08:30+00,2026-09-07 22:08:40+00,PETR4,low,9,37.950000,5108,30.00,97,97
2026-09-07 22:08:30+00,2026-09-07 22:08:40+00,VALE3,low,10,61.782000,4432,44.60,174,174
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,AAPL,low,10,169.921000,4866,161.60,580,580
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,ABEV3,low,15,11.988000,8065,77.00,489,489
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,BBDC4,low,8,13.981250,5352,202.13,888,888
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,BOVA11,low,9,125.514444,5564,240.33,1387,1387
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,BTC-USD,low,10,65174.476000,4897,36.60,102,102
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,ITUB4,low,15,34.034667,7818,219.53,1354,1354
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,MGLU3,low,9,1.992222,3246,119.78,389,389
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,MSFT,low,14,419.706429,6166,38.71,182,182
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,PETR4,low,7,37.972857,3723,184.14,1088,1088
2026-09-07 22:08:40+00,2026-09-07 22:08:50+00,VALE3,low,7,62.040000,4166,210.43,1154,1154
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,AAPL,low,10,170.112000,4734,144.70,867,867
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,ABEV3,low,7,12.035714,3155,129.57,469,469
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,BBDC4,low,11,13.999091,4532,38.45,144,144
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,BOVA11,low,6,124.885000,1694,165.00,769,769
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,BTC-USD,low,11,65064.209091,6321,137.64,1267,1267
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,ITUB4,low,12,33.930000,4871,119.08,661,661
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,MGLU3,low,10,1.997000,5940,28.50,106,106
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,MSFT,low,11,421.242727,5772,304.09,1366,1366
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,PETR4,low,14,38.077857,6146,158.07,1067,1067
2026-09-07 22:08:50+00,2026-09-07 22:09:00+00,VALE3,low,9,61.664444,5880,57.89,372,372
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,AAPL,low,10,170.097000,5560,12.60,13,13
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,ABEV3,low,7,11.940000,5307,12.71,13,13
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,BBDC4,low,6,14.028333,3538,14.33,22,22
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,BOVA11,low,10,124.904000,5558,13.10,14,14
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,BTC-USD,low,12,65024.400833,5856,35.00,193,193
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,ITUB4,low,11,33.937273,5263,12.91,14,14
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,MGLU3,low,7,2.005714,3913,13.14,14,14
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,MSFT,low,13,420.470000,5503,13.00,14,14
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,PETR4,low,9,38.084444,5221,12.89,13,13
2026-09-07 22:09:00+00,2026-09-07 22:09:10+00,VALE3,low,15,62.110000,6179,13.07,14,14
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,AAPL,low,8,169.707500,4742,13.25,14,14
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,ABEV3,low,13,12.044615,7275,13.15,14,14
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,BBDC4,low,16,13.951875,10060,33.50,210,210
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,BOVA11,low,8,125.117500,3172,18.13,53,53
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,BTC-USD,low,11,65064.750000,5951,13.27,18,18
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,ITUB4,low,4,33.982500,1157,13.25,14,14
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,MGLU3,low,8,2.007500,3407,30.25,152,152
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,MSFT,low,10,420.159000,5627,13.10,16,16
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,PETR4,low,13,38.042308,5017,23.62,151,151
2026-09-07 22:09:10+00,2026-09-07 22:09:20+00,VALE3,low,9,62.138889,4152,12.89,15,15
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,AAPL,low,13,170.395385,5091,28.15,203,203
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,ABEV3,low,9,12.020000,4145,25.00,125,125
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,BBDC4,low,9,13.958889,5139,16.00,41,41
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,BOVA11,low,10,125.449000,4230,33.60,141,141
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,BTC-USD,low,9,64681.906667,5389,12.67,14,14
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,ITUB4,low,9,33.925556,4241,44.44,302,302
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,MGLU3,low,9,2.007778,3629,24.11,114,114
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,MSFT,low,10,418.869000,5153,32.80,214,214
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,PETR4,low,11,38.022727,5065,42.18,240,240
2026-09-07 22:09:20+00,2026-09-07 22:09:30+00,VALE3,low,10,61.760000,4002,21.10,98,98
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,AAPL,low,9,169.827778,3921,12.67,14,14
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,ABEV3,low,8,12.040000,4452,12.75,14,14
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,BBDC4,low,12,13.963333,6827,12.50,13,13
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,BOVA11,low,9,124.751111,3107,12.56,14,14
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,BTC-USD,low,10,65070.197000,4089,13.00,14,14
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,ITUB4,low,14,34.043571,7191,13.07,15,15
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,MGLU3,low,14,1.992857,7938,12.86,14,14
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,MSFT,low,10,421.186000,5561,12.80,14,14
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,PETR4,low,6,37.756667,1720,12.50,13,13
2026-09-07 22:09:30+00,2026-09-07 22:09:40+00,VALE3,low,9,62.090000,5088,12.67,14,14
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,AAPL,low,12,169.502500,6981,12.42,13,13
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,ABEV3,low,16,12.040625,7077,12.88,17,17
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,BBDC4,low,10,13.985000,3703,12.40,13,13
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,BOVA11,low,7,124.320000,4529,12.43,13,13
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,BTC-USD,low,10,64828.956000,4830,12.80,13,13
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,ITUB4,low,11,33.921818,6544,12.73,14,14
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,MGLU3,low,7,1.997143,3782,13.00,14,14
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,MSFT,low,10,420.145000,4809,15.00,38,38
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,PETR4,low,12,38.005000,5267,13.00,16,16
2026-09-07 22:09:40+00,2026-09-07 22:09:50+00,VALE3,low,5,62.004000,4413,12.40,13,13
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,AAPL,low,15,170.186667,6420,31.73,203,203
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,ABEV3,low,7,12.020000,3597,13.14,14,14
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,BBDC4,low,9,14.034444,5023,13.00,14,14
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,BOVA11,low,17,125.305294,8914,41.71,501,501
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,BTC-USD,low,6,64668.293333,1673,13.00,14,14
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,ITUB4,low,8,33.963750,4571,12.88,14,14
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,MGLU3,low,8,1.985000,4773,121.25,588,588
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,MSFT,low,12,421.352500,7014,13.00,14,14
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,PETR4,low,5,37.808000,1009,91.00,403,403
2026-09-07 22:09:50+00,2026-09-07 22:10:00+00,VALE3,low,13,61.973077,7865,13.31,14,14
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,AAPL,low,13,170.522308,6863,19.31,93,93
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,ABEV3,low,9,11.991111,5631,13.44,17,17
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,BBDC4,low,10,13.954000,4014,12.90,14,14
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,BOVA11,low,6,125.630000,3770,12.83,13,13
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,BTC-USD,low,15,64862.810000,8160,13.60,20,20
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,ITUB4,low,6,33.830000,4072,13.00,13,13
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,MGLU3,low,4,2.007500,1959,13.00,13,13
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,MSFT,low,11,420.925455,3506,13.27,15,15
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,PETR4,low,15,37.888667,9716,12.87,14,14
2026-09-07 22:10:00+00,2026-09-07 22:10:10+00,VALE3,low,10,61.937000,5329,13.00,14,14
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,AAPL,low,9,170.956667,4447,12.67,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,ABEV3,low,9,12.027778,4750,12.89,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,BBDC4,low,13,14.010000,8017,12.92,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,BOVA11,low,9,125.867778,3642,12.56,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,BTC-USD,low,13,64867.719231,6070,12.85,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,ITUB4,low,10,33.963000,6248,13.20,16,16
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,MGLU3,low,11,2.000909,6400,13.00,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,MSFT,low,9,418.468889,4382,12.89,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,PETR4,low,9,38.185556,4224,12.89,13,13
2026-09-07 22:10:10+00,2026-09-07 22:10:20+00,VALE3,low,9,61.890000,4634,12.89,13,13
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,AAPL,low,10,170.982000,8182,13.00,14,14
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,ABEV3,low,13,11.999231,7307,17.00,69,69
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,BBDC4,low,15,14.046000,7720,59.27,367,367
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,BOVA11,low,13,124.925385,6897,14.38,32,32
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,BTC-USD,low,8,64893.976250,5902,32.25,168,168
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,ITUB4,low,8,33.865000,3147,12.75,14,14
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,MGLU3,low,7,1.995714,2483,12.71,13,13
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,MSFT,low,11,419.040000,6285,15.00,35,35
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,PETR4,low,10,38.033000,5001,38.40,268,268
2026-09-07 22:10:20+00,2026-09-07 22:10:30+00,VALE3,low,5,61.948000,3491,12.60,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,AAPL,low,10,170.580000,4890,12.80,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,ABEV3,low,10,11.998000,4451,12.80,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,BBDC4,low,16,13.987500,7458,12.75,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,BOVA11,low,19,125.147368,7649,16.37,84,84
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,BTC-USD,low,9,65393.473333,3998,12.89,14,14
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,ITUB4,low,8,34.042500,3180,13.00,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,MGLU3,low,6,1.991667,2458,12.83,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,MSFT,low,10,417.445000,5059,13.10,15,15
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,PETR4,low,7,37.845714,3492,12.86,13,13
2026-09-07 22:10:30+00,2026-09-07 22:10:40+00,VALE3,low,5,61.934000,2327,13.00,13,13
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,AAPL,low,7,170.518571,2260,12.86,13,13
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,ABEV3,low,16,12.001875,9293,14.19,35,35
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,BBDC4,low,10,13.965000,5049,14.30,28,28
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,BOVA11,low,14,124.637857,7234,12.57,14,14
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,BTC-USD,low,11,65241.230909,6762,15.91,39,39
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,ITUB4,low,5,34.096000,3092,12.80,13,13
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,MGLU3,low,10,2.003000,5298,13.00,13,13
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,MSFT,low,7,421.960000,3474,21.29,73,73
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,PETR4,low,12,37.982500,5883,12.75,14,14
2026-09-07 22:10:40+00,2026-09-07 22:10:50+00,VALE3,low,8,62.078750,2601,13.00,16,16
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,AAPL,low,14,170.047857,7410,12.79,19,19
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,ABEV3,low,7,11.992857,3512,12.29,13,13
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,BBDC4,low,8,13.993750,4487,12.00,12,12
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,BOVA11,low,9,124.517778,5112,12.56,13,13
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,BTC-USD,low,12,64860.695833,6547,12.50,13,13
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,ITUB4,low,13,34.026154,5053,12.31,13,13
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,MGLU3,low,10,2.007000,2660,12.70,14,14
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,MSFT,low,8,418.951250,3073,41.00,189,189
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,PETR4,low,11,38.074545,3030,19.36,90,90
2026-09-07 22:10:50+00,2026-09-07 22:11:00+00,VALE3,low,8,62.067500,4938,14.13,27,27
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,AAPL,low,9,169.685556,5523,12.44,14,14
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,ABEV3,low,7,11.984286,3476,12.14,13,13
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,BBDC4,low,10,14.028000,5217,12.50,15,15
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,BOVA11,low,7,125.431429,3120,13.29,16,16
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,BTC-USD,low,14,64996.966429,7252,12.36,14,14
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,ITUB4,low,8,34.090000,3125,12.00,12,12
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,MGLU3,low,11,2.000000,7269,12.45,15,15
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,MSFT,low,16,419.599375,8055,12.31,13,13
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,PETR4,low,7,37.942857,3735,12.29,13,13
2026-09-07 22:11:00+00,2026-09-07 22:11:10+00,VALE3,low,10,62.020000,5383,12.40,13,13
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,AAPL,low,6,168.928333,3408,12.67,13,13
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,ABEV3,low,11,12.017273,5628,38.73,261,261
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,BBDC4,low,6,14.060000,3180,92.33,473,473
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,BOVA11,low,11,124.520000,6207,98.55,672,672
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,BTC-USD,low,8,64984.755000,3058,82.50,572,572
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,ITUB4,low,13,33.982308,5792,16.38,63,63
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,MGLU3,low,13,1.999231,7813,136.77,871,871
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,MSFT,low,13,418.773077,6651,56.54,273,273
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,PETR4,low,11,38.110909,6570,21.64,61,61
2026-09-07 22:11:10+00,2026-09-07 22:11:20+00,VALE3,low,8,61.748750,3128,12.38,13,13
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,AAPL,low,12,169.085000,7202,14.08,32,32
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,ABEV3,low,12,12.032500,7435,22.42,131,131
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,BBDC4,low,11,14.056364,5841,12.73,14,14
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,BOVA11,low,8,125.493750,4787,34.13,187,187
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,BTC-USD,low,6,65180.991667,3219,12.67,13,13
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,ITUB4,low,10,33.985000,4654,12.60,13,13
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,MGLU3,low,9,1.995556,3774,12.78,16,16
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,MSFT,low,12,418.812500,3817,18.92,87,87
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,PETR4,low,13,37.856923,6043,12.54,13,13
2026-09-07 22:11:20+00,2026-09-07 22:11:30+00,VALE3,low,8,61.946250,5607,12.63,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,AAPL,low,8,170.097500,3798,12.50,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,ABEV3,low,14,12.034286,8215,12.57,14,14
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,BBDC4,low,7,13.944286,3781,12.14,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,BOVA11,low,15,124.916000,7167,12.67,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,BTC-USD,low,5,64898.774000,2223,12.60,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,ITUB4,low,10,33.934000,5719,12.50,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,MGLU3,low,8,2.001250,4153,12.25,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,MSFT,low,15,419.612667,7716,12.60,13,13
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,PETR4,low,10,37.928000,3554,12.80,15,15
2026-09-07 22:11:30+00,2026-09-07 22:11:40+00,VALE3,low,8,61.938750,4440,12.00,12,12
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,AAPL,low,13,170.006923,4944,12.54,14,14
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,ABEV3,low,7,12.001429,3780,12.43,13,13
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,BBDC4,low,11,14.027273,4074,12.45,14,14
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,BOVA11,low,14,125.065000,7222,12.36,13,13
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,BTC-USD,low,10,64998.938000,5473,12.50,13,13
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,ITUB4,low,9,33.947778,3246,12.44,13,13
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,MGLU3,low,10,1.991000,4992,12.30,13,13
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,MSFT,low,9,418.835556,3586,12.22,13,13
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,PETR4,low,10,38.188000,6096,12.70,14,14
2026-09-07 22:11:40+00,2026-09-07 22:11:50+00,VALE3,low,6,62.163333,2219,12.33,13,13
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,AAPL,low,14,170.372857,6464,12.71,14,14
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,ABEV3,low,4,12.112500,2019,13.00,13,13
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,BBDC4,low,9,14.068889,5846,12.56,13,13
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,BOVA11,low,3,124.590000,1223,12.67,14,14
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,BTC-USD,low,13,65043.209231,6307,12.62,13,13
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,ITUB4,low,15,34.126000,9069,12.80,14,14
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,MGLU3,low,11,2.009091,5278,12.64,14,14
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,MSFT,low,13,420.356154,5965,12.69,14,14
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,PETR4,low,12,37.928333,5694,12.67,14,14
2026-09-07 22:11:50+00,2026-09-07 22:12:00+00,VALE3,low,7,61.690000,4212,12.86,14,14
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,AAPL,low,9,169.466667,3544,12.89,14,14
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,ABEV3,low,10,12.049000,6103,12.40,13,13
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,BBDC4,low,6,14.031667,4282,12.67,13,13
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,BOVA11,low,13,125.231538,5794,13.00,18,18
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,BTC-USD,low,12,65006.120833,4774,12.50,13,13
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,ITUB4,low,8,33.902500,4098,13.00,13,13
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,MGLU3,low,11,2.004545,5156,12.64,14,14
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,MSFT,low,13,419.953077,6892,12.54,14,14
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,PETR4,low,7,38.058571,3384,12.86,13,13
2026-09-07 22:12:00+00,2026-09-07 22:12:10+00,VALE3,low,11,62.123636,5551,12.91,14,14
